RutEmpresa,NombreEmpresa,RegionFaena,ProvinciaFaena,ComunaFaena,NombreFaena,CategoriaFaena,IdFaena,RegionInstalacion,ProvinciaInstalacion,ComunaInstalacion,NombreInstalacion,IdTipoInstalacion,TipoInstalacion,RecursoMineroInstalacion,TipoRecursoInstalacion,RecursoPrimarioInstalacion,IdInstalacion,Norte,Este,Cota,Huso,Datum,IdEstado,Estado,Latitud,Longitud,dist_Santiago_km,time_Santiago_min,dist_Valparaíso_km,time_Valparaíso_min,dist_Viña_del_Mar_km,time_Viña_del_Mar_min,dist_Antofagasta_km,time_Antofagasta_min,dist_La_Serena_km,time_La_Serena_min,dist_Coquimbo_km,time_Coquimbo_min,dist_Rancagua_km,time_Rancagua_min,dist_Talca_km,time_Talca_min,dist_Iquique_km,time_Iquique_min,dist_Arica_km,time_Arica_min,dist_Calama_km,time_Calama_min,dist_Copiapó_km,time_Copiapó_min,dist_San_Bernardo_km,time_San_Bernardo_min,dist_Curicó_km,time_Curicó_min,dist_Ovalle_km,time_Ovalle_min,Tiempo_Prt_Antofagasta,Tiempo_Prt_Bahia Agua Fresca,Tiempo_Prt_Bahia De Valdivia,Tiempo_Prt_Bahia De Valparaiso,Tiempo_Prt_Bahia Harris,Tiempo_Prt_Bahia Herradura Guayacan,Tiempo_Prt_Bahia Quintero (Ventanas),Tiempo_Prt_Bahia San Vicente,Tiempo_Prt_Caleta Clarencia,Tiempo_Prt_Caleta Mina Elena,Tiempo_Prt_Caleta Patillos,Tiempo_Prt_Coquimbo,Tiempo_Prt_Coronel,Tiempo_Prt_Huasco,Tiempo_Prt_Iquique,Tiempo_Prt_Lirquen,Tiempo_Prt_Lota,Tiempo_Prt_Mejillones,Tiempo_Prt_Penco,Tiempo_Prt_Port San Juan De La Juan,Tiempo_Prt_Puerto Caldera,Tiempo_Prt_Puerto Calderilla,Tiempo_Prt_Puerto Castro,Tiempo_Prt_Puerto Chacabuco,Tiempo_Prt_Puerto Chanaral,Tiempo_Prt_Puerto De Corral,Tiempo_Prt_Puerto Montt,Tiempo_Prt_Puerto Natales,Tiempo_Prt_Puerto Quemchi,Tiempo_Prt_Puerto San Antonio,Tiempo_Prt_Puerto Sara,Tiempo_Prt_Puerto Williams,Tiempo_Prt_Puerto Yartou,Tiempo_Prt_Punta Delgada,Tiempo_Prt_Rada De Arica,Tiempo_Prt_Rada Punta Arenas,Tiempo_Prt_Talcahuano,Tiempo_Prt_Taltal,Tiempo_Prt_Tocopilla
77115158-2,CIA MINERA EL TRAPICHE/ INVERFAZ SPA,III,HUASCO,FREIRINA,SAN PABLO 1 AL 20,CATEGORIA D,20219528,ATACAMA,HUASCO,FREIRINA,BOTADERO,1337,DEPÓSITO RMM - ESTÉRILES,ORO - COBRE,RECURSOS MINERALES METÁLICOS,ORO,2000305792,6778292.0,282941.0,506,19,PSAD-56,169,INACTIVA,-29.1082842217159,-71.2326177749498,642.4223000000001,496.6616666666667,598.9923,474.885,593.0504,466.94,752.7537,639.7083333333334,172.6154,171.05333333333334,184.1817,182.82833333333332,724.4275,556.1383333333334,894.7289000000001,665.4966666666667,1238.9965,992.4783333333332,1449.3496,1168.256666666667,950.1407,763.2983333333334,225.6876,205.3733333333333,657.8116,507.585,832.2836,624.1833333333333,259.4805,248.83166666666665,640.0733333333334,2650.048333333333,1066.2566666666667,476.7816666666667,2779.1,189.78833333333333,452.995,848.0033333333333,2641.7833333333333,2705.7,960.9566666666667,182.12,873.3833333333333,138.925,1000.8566666666667,832.4583333333334,880.1733333333334,693.6066666666667,832.6966666666667,2683.4333333333334,256.0366666666667,265.185,1353.96,1970.1516666666669,318.79,1138.8899999999999,1185.0716666666667,2682.92,1302.9116666666666,530.94,2545.336666666667,4419.996666666667,2788.2200000000003,2528.7783333333336,1172.5016666666668,2626.7716666666665,848.9566666666667,445.8066666666667,797.9283333333333
76321521-0,TESORO MINING CHILE SPA,III,COPIAPO,CALDERA,LAS COQUETAS1 AL 10,CATEGORIA D,20234501,ATACAMA,COPIAPO,CALDERA,SONDAJE ZDDH 00062,1297,EXPLORACION DE SUPERFICIE,ORO - COBRE,RECURSOS MINERALES METÁLICOS,ORO,2000305796,7036382.0,341781.0,618,19,PSAD-56,8,ACTIVA,-26.7881047432263,-70.5936422023777,925.0489,720.6966666666667,881.619,698.92,875.6771,690.975,441.5921,406.4116666666667,455.2421,395.0883333333333,466.8084,406.8633333333333,1007.0541,780.1733333333334,1177.3555,889.5316666666666,927.8349,759.1816666666667,1138.188,934.96,638.9792,530.0016666666667,128.9997,132.235,940.4382,731.62,1114.9103,848.2183333333334,542.1071,472.8666666666667,406.77666666666664,2874.0833333333335,1290.2916666666667,700.8166666666667,3003.135,413.8233333333334,677.0300000000001,1072.0383333333334,2865.8183333333336,2929.735,727.66,406.155,1097.4183333333335,254.81833333333333,767.56,1056.4933333333333,1104.2083333333333,460.31,1056.7316666666668,2907.4683333333332,79.88666666666667,92.345,1577.995,2194.186666666667,85.49333333333334,1362.925,1409.1066666666666,2906.955,1526.9466666666667,754.975,2769.3716666666664,4644.031666666667,3012.2549999999997,2752.811666666667,939.205,2850.805,1072.99,212.51000000000002,564.6316666666667
61704000-K,CORPORACION NACIONAL DEL COBRE (CODELCO),III,CHAÑARAL,DIEGO DE ALMAGRO,CODELCO CHILE DIVISION SALVADOR,CATEGORIA A,153582,ATACAMA,CHAÑARAL,DIEGO DE ALMAGRO,TALLER TRACK SHOP SAN ANTONIO,1350,TALLERES Y MAESTRANZA,SULFUROS Y ÓXIDOS DE COBRE,RECURSOS MINERALES METÁLICOS,COBRE,2000310777,7070838.0,457279.0,3241,19,PSAD-56,169,INACTIVA,-26.4853237962817,-69.4307094415261,1029.9543,824.4300000000001,986.5243,802.6533333333333,980.5825,794.7083333333334,478.6568,456.94166666666666,560.1475,498.82166666666666,571.7138,510.5966666666666,1111.9595,883.9066666666666,1282.2609,993.265,964.8996,809.7116666666666,1175.2527,985.49,676.0439,580.5316666666666,230.8565,230.47833333333332,1045.3436,835.3533333333332,1219.8157,951.9516666666666,647.0125,576.6,457.3066666666667,2903.7233333333334,1394.025,804.55,3032.775,517.5566666666667,780.7633333333334,1175.7716666666668,2895.4583333333335,2959.375,778.19,509.8883333333333,1201.1516666666669,383.8616666666667,818.09,1160.2266666666667,1207.9416666666666,510.84000000000003,1160.465,2937.1133333333332,250.07166666666666,262.53,1681.7283333333332,2297.92,174.835,1466.6583333333333,1512.84,2936.6,1630.68,858.7083333333334,2799.016666666667,4673.676666666666,3041.9,2782.8866666666668,989.735,2880.8799999999997,1176.7233333333331,263.04,615.1616666666666
9914303-7,MARIA RIOS OSORIO,III,CHAÑARAL,CHAÑARAL,LA ANGELITA 1-20,CATEGORIA D,20185448,ATACAMA,CHAÑARAL,CHAÑARAL,SOCAVON 2,1291,MINA SUBTERRANEA,SULFUROS Y ÓXIDOS DE COBRE,RECURSOS MINERALES METÁLICOS,COBRE,2000313778,7088667.0,351878.0,723,19,PSAD-56,8,ACTIVA,-26.3172931802529,-70.4860053478804,989.5387,747.515,946.1087,725.7383333333333,940.1669,717.7933333333333,343.34,289.52833333333336,519.7319,421.9066666666667,531.2982,433.6816666666667,1071.5439,806.9916666666667,1241.8453,916.35,829.5828,642.2983333333334,1039.9359,818.0766666666666,540.7271,413.1183333333333,193.4895,159.05333333333334,1004.928,758.4383333333334,1179.4001,875.0366666666666,606.5969,499.685,289.8933333333333,2900.9016666666666,1317.1100000000001,727.635,3029.9533333333334,440.64166666666665,703.8483333333334,1098.8566666666666,2892.6366666666668,2956.5533333333337,610.7766666666666,432.97333333333336,1124.2366666666667,281.63666666666666,650.6766666666666,1083.3116666666667,1131.0266666666669,343.4266666666666,1083.55,2934.286666666667,106.705,119.16333333333334,1604.8133333333333,2221.0049999999997,31.46833333333333,1389.7433333333333,1435.925,2933.773333333333,1553.7649999999999,781.7933333333333,2796.19,4670.85,3039.0733333333333,2779.6299999999997,822.3216666666667,2877.6233333333334,1099.8083333333334,95.62666666666668,447.74833333333333
8032640-8,DAVID LEONEL DELGADO ROJAS,V,SAN FELIPE,CATEMU,MINA EMILIA,CATEGORIA D,20262515,VALPARAISO,SAN FELIPE,CATEMU,MINA EMILIA,1291,MINA SUBTERRANEA,SULFUROS Y ÓXIDOS DE COBRE,RECURSOS MINERALES METÁLICOS,COBRE,2000321823,6378990.0,311260.0,865,19,PSAD-56,169,INACTIVA,-32.7135843574929,-71.0159068694529,111.076,113.04166666666669,111.0691,120.57,105.1272,112.625,1264.9283,1020.9516666666666,404.0354,313.59666666666664,394.0407,303.85166666666663,193.0811,172.51833333333337,363.3825,281.87666666666667,1751.1711,1373.7216666666668,1961.5242,1549.5,1462.3154,1144.5416666666667,737.8621999999999,586.6166666666667,126.4653,123.965,300.9373,240.56333333333333,338.5705,269.07666666666665,1021.315,2266.4283333333337,682.6366666666667,122.46666666666667,2395.48,302.69166666666666,109.935,464.3833333333333,2258.163333333333,2322.08,1342.1983333333333,303.62166666666667,489.7633333333333,520.1666666666666,1382.0983333333331,448.8383333333333,496.55333333333334,1074.8483333333334,449.07666666666665,2299.813333333333,637.2783333333333,646.4266666666666,970.34,1586.5316666666665,700.0316666666666,755.27,801.4516666666666,2299.3,919.2916666666666,176.625,2161.7166666666667,4036.3766666666666,2404.6,2145.15,1553.7383333333335,2243.1433333333334,465.3283333333333,827.0433333333333,1179.165
7525397-4,MARIO ENRIQUE ALVAREZ TOBAR,IV,LIMARI,COMBARBALA,FAENA LA ESPERANZA,CATEGORIA D,91460,COQUIMBO,LIMARI,COMBARBALA,MINA ESPERANZA 1 AL 5,1291,MINA SUBTERRANEA,COBRE - ORO,RECURSOS MINERALES METÁLICOS,COBRE,2000137630,6537984.0,307563.0,1868,19,PSAD-56,8,ACTIVA,-31.2794858444241,-71.0235919414873,363.2159,328.68333333333334,319.7859,306.9066666666667,313.844,298.9616666666667,1079.604,955.3916666666668,193.2009,247.615,208.7165,238.29166666666663,445.221,388.16,615.5225,497.5183333333333,1565.8468,1308.1616666666666,1776.1998999999998,1483.9399999999998,1276.9911000000002,1078.9816666666668,552.5379,521.0566666666667,378.6052,339.6066666666667,553.0772,456.205,104.9274,166.335,955.755,2482.07,898.2783333333333,308.80333333333334,2611.1216666666664,237.13166666666666,285.01666666666665,680.025,2473.805,2537.7216666666664,1276.6383333333333,238.06166666666667,705.4050000000001,454.6066666666667,1316.5383333333334,664.48,712.1949999999999,1009.2883333333334,664.7183333333334,2515.455,571.7183333333334,580.8666666666667,1185.9816666666666,1802.1733333333332,634.4716666666667,970.9116666666666,1017.0933333333334,2514.9416666666666,1134.9333333333334,362.9616666666667,2377.358333333333,4252.018333333333,2620.241666666667,2360.8,1488.1866666666667,2458.7933333333335,680.9783333333332,761.4916666666667,1113.6133333333335
76864854-9,SERVICIO MINERO EDGARDO PLAZA H E.I.R.L.,III,CHAÑARAL,CHAÑARAL,NEGRITA 1/44 P-15,CATEGORIA D,155120,ATACAMA,CHAÑARAL,CHAÑARAL,POLVORIN,6999,POLVORIN,SULFUROS Y ÓXIDOS DE COBRE,RECURSOS MINERALES METÁLICOS,COBRE,2000335817,7103202.0,374595.0,1148,19,PSAD-56,8,ACTIVA,-26.1882614085413,-70.2570529338748,999.1855,778.5283333333333,955.7556,756.7516666666667,949.8137,748.8066666666667,345.59959999999995,317.9216666666667,529.3787,452.92,540.945,464.695,1081.1907,838.005,1251.4921000000002,947.3633333333332,831.8424,670.6916666666667,1042.1955,846.4699999999999,542.9866999999999,441.51166666666666,200.0877,184.57666666666668,1014.5748,789.4516666666666,1189.0468999999998,906.05,616.2437,530.6983333333334,318.2866666666667,2931.915,1348.1233333333332,758.6483333333333,3060.9666666666667,471.655,734.8616666666666,1129.87,2923.65,2987.5666666666666,639.17,463.9866666666667,1155.25,313.22666666666663,679.0699999999999,1114.325,1162.04,371.82,1114.5633333333333,2965.3,138.29500000000002,150.75333333333336,1635.8266666666668,2252.0183333333334,63.05833333333333,1420.7566666666667,1466.9383333333333,2964.786666666667,1584.7783333333332,812.8066666666667,2827.2033333333334,4701.863333333333,3070.086666666667,2810.6433333333334,850.715,2908.6366666666668,1130.8216666666667,124.02,476.14166666666665
8304806-9,HERIBERTO OMAR ACIAR TAPIA,III,COPIAPO,COPIAPO,ACIAR 9 1 AL 10,CATEGORIA D,20007243,ATACAMA,COPIAPO,COPIAPO,BOTADERO RAJO ACIAR,1337,DEPÓSITO RMM - ESTÉRILES,SULFUROS Y ÓXIDOS DE COBRE,RECURSOS MINERALES METÁLICOS,COBRE,2000347789,7022772.0,435339.0,2973,19,PSAD-56,8,ACTIVA,-26.9184374866231,-69.6533058742442,898.2818000000001,693.6116666666666,854.8518,671.8349999999999,848.9099,663.89,500.4218,478.2183333333333,428.4749000000001,368.0033333333333,440.0412,379.77833333333336,980.2869,753.0883333333334,1150.5883,862.4466666666667,986.6646,830.9883333333333,1197.0177,1006.7666666666668,697.8089,601.8083333333333,99.1839,99.66,913.6711,704.535,1088.1431,821.1333333333333,515.34,445.7816666666667,478.5833333333333,2817.963333333333,1263.2066666666665,673.7316666666667,2947.015,386.73833333333334,649.9449999999999,1044.9533333333334,2809.6983333333333,2873.615,799.4666666666667,379.07,1070.3333333333333,253.04333333333335,839.3666666666667,1029.4083333333333,1077.1233333333334,532.1166666666667,1029.6466666666668,2851.3533333333335,163.41666666666666,172.565,1550.91,2167.101666666667,192.36333333333332,1335.84,1382.0216666666668,2850.8399999999997,1499.8616666666667,727.89,2713.2566666666667,4587.916666666667,2956.14,2697.1266666666666,1011.0116666666667,2795.1200000000003,1045.905,284.31666666666666,636.4383333333334
17193008-1,LIVANS FREDES ORTIZ,IV,ELQUI,LA SERENA,SAN LORENZO,CATEGORIA D,20283499,COQUIMBO,ELQUI,VICUÑA,MINA SAN LORENZO,1291,MINA SUBTERRANEA,CUARZO AURÍFERO,RECURSOS MINERALES METÁLICOS,ORO,2000347795,6673751.0,296180.0,480,19,PSAD-56,2169,IRREGULAR OPERATIVA,-30.053313978329,-71.1162356820475,499.4747,366.44,456.0447,344.6633333333333,450.1029,336.7183333333333,890.6784,747.8449999999999,28.475900000000003,38.41166666666666,41.2342,52.60666666666667,581.4799,425.9166666666667,751.7813000000001,535.275,1376.9212,1100.615,1587.2743,1276.3933333333334,1088.0655,871.435,363.6123,313.51,514.864,377.3633333333333,689.3361,493.9616666666667,88.7358,115.31166666666668,748.2116666666666,2519.8283333333334,936.0366666666666,346.56166666666667,2648.8799999999997,59.568333333333335,322.775,717.7833333333333,2511.563333333333,2575.48,1069.095,51.9,743.1633333333334,247.06333333333333,1108.995,702.2383333333333,749.9533333333333,801.745,702.4766666666667,2553.213333333333,364.175,373.3233333333334,1223.74,1839.9316666666666,426.92833333333334,1008.67,1054.8516666666667,2552.7,1172.6916666666666,400.72,2415.116666666667,4289.776666666667,2658.0,2398.5583333333334,1280.6399999999999,2496.5516666666667,718.7366666666666,553.9449999999999,906.0666666666667
76046944-0,CIA. MINERA MINERALES DE COPIAPO,III,COPIAPO,COPIAPO,CONDOR - RIFF,CATEGORIA D,20279585,ATACAMA,COPIAPO,COPIAPO,PLANTA DE BENEFICIO CONDOR RIFF,1307,PLANTA CONCENTRADORA,HEMATITA,RECURSOS MINERALES METÁLICOS,HIERRO,2000349785,6986980.0,366200.0,717,19,PSAD-56,8,ACTIVA,-27.2365487948748,-70.353395409915,825.6023,618.0633333333334,782.1723000000001,596.2866666666666,776.2305,588.3416666666667,538.0643,450.45,355.7955,292.455,367.3618,304.23,907.6075,677.5400000000001,1077.9089,786.8983333333333,1024.3071,803.2199999999999,1234.6602,978.9983333333332,735.4513000000001,574.0400000000001,19.6627,20.791666666666668,840.9916,628.9866666666666,1015.4637,745.5849999999999,442.6605,370.23333333333335,450.815,2771.45,1187.6583333333333,598.1833333333333,2900.5016666666666,311.19,574.3966666666668,969.4050000000001,2763.185,2827.101666666667,771.6983333333334,303.52166666666665,994.785,177.495,811.5983333333334,953.86,1001.575,504.34833333333336,954.0983333333334,2804.835,66.77833333333334,75.92666666666668,1475.3616666666667,2091.5533333333333,129.53166666666667,1260.2916666666667,1306.4733333333331,2804.3216666666663,1424.3133333333333,652.3416666666667,2666.7383333333332,4541.3983333333335,2909.6216666666664,2650.1783333333337,983.2433333333333,2748.1716666666666,970.3566666666667,256.54833333333335,608.67
6965537-8,HUGO HUMBERTO SAAVEDRA QUIROZ,V,PETORCA,CABILDO,MINA JESUS MARIA 1-6,CATEGORIA D,152378,VALPARAISO,PETORCA,CABILDO,MINA JESUS MARIA 1-6,1291,MINA SUBTERRANEA,OXIDOS DE COBRE,RECURSOS MINERALES METÁLICOS,COBRE,540200496,6390526.0,324633.0,1214,19,PSAD-56,8,ACTIVA,-32.6117908395273,-70.8711267833205,165.27579999999998,212.94833333333327,170.8742,205.60666666666663,164.9324,197.6616666666667,1250.2247,1048.2866666666666,389.3318,340.9316666666667,379.3372,331.18666666666667,247.2809,272.425,417.5823,381.78333333333336,1736.4675,1401.0566666666666,1946.8206,1576.835,1447.6118,1171.8766666666668,723.1586,613.9516666666666,180.6651,223.87166666666664,355.1371,340.47,323.867,296.4116666666667,1048.65,2366.335,782.5433333333333,207.50333333333336,2495.3866666666668,330.02666666666664,183.71666666666667,564.2900000000001,2358.07,2421.9866666666667,1369.5333333333333,330.9566666666667,589.67,547.5016666666667,1409.4333333333334,548.745,596.4599999999999,1102.1833333333334,548.9833333333333,2399.7200000000003,664.6133333333333,673.7616666666667,1070.2466666666667,1686.4383333333333,727.3666666666667,855.1766666666666,901.3583333333333,2399.2066666666665,1019.1983333333334,261.6616666666667,2261.6233333333334,4136.283333333334,2504.5066666666667,2245.0566666666664,1581.0733333333333,2343.05,565.235,854.3783333333333,1206.5
96571770-6,COMPAÑIA MINERA FLORIDA S.A.,VI,CACHAPOAL,RANCAGUA,MINA LA MUDA,SIN CATEGORIA,72062,LIBERTADOR GENERAL BERNARDO OHIGGINS,CACHAPOAL,RANCAGUA,POLVORIN LA MUDA,6999,POLVORIN,ORO - COBRE - PLATA,RECURSOS MINERALES METÁLICOS,ORO,2000354804,6228501.0,330781.0,602,19,PSAD-56,8,ACTIVA,-34.0734075682631,-70.8360425432574,94.0956,90.545,200.3951,162.44666666666666,203.652,170.77,1423.2097,1120.2083333333333,562.3168000000001,412.85333333333335,552.3222,403.10833333333335,19.9881,34.60333333333333,187.8403,144.90666666666667,1909.4525,1472.9783333333332,2119.8056,1648.756666666667,1620.5968,1243.7983333333332,896.1436,685.8733333333333,78.6905,77.51333333333334,125.395,103.59333333333332,496.852,368.3333333333333,1120.5716666666667,2129.4583333333335,545.6666666666666,165.42333333333332,2258.51,401.9483333333334,209.19166666666666,327.4133333333333,2121.1933333333336,2185.11,1441.4550000000002,402.87833333333333,352.7933333333333,619.4233333333334,1481.355,311.8683333333333,359.5833333333333,1174.105,312.1066666666667,2162.8433333333332,736.535,745.6833333333333,833.37,1449.5616666666667,799.2883333333334,618.3,664.4816666666667,2162.33,782.3216666666667,134.765,2024.7466666666667,3899.4066666666668,2267.6299999999997,2008.18,1652.995,2106.173333333333,328.35833333333335,926.3,1278.4216666666666
99569520-0,EXPLORACIONES MINERAS ANDINAS S.A.,II,EL LOA,CALAMA,EXPLORACIONES II REGIÓN,CATEGORIA C,20156444,ANTOFAGASTA,EL LOA,CALAMA,CISNE,1297,EXPLORACION DE SUPERFICIE,OXIDOS DE COBRE,RECURSOS MINERALES METÁLICOS,COBRE,2000355780,7438650.0,494000.0,2800,19,PSAD-56,8,ACTIVA,-23.1642247825376,-69.0606302425953,1513.7564,1212.4366666666667,1470.3265,1190.66,1464.3846,1182.715,198.5106,203.31,1043.9496,886.8283333333333,1055.5159,898.6033333333332,1595.7616,1271.9133333333334,1766.063,1381.2716666666668,501.2164,430.2866666666667,711.5695,606.065,116.2859,138.91666666666666,717.7072,623.975,1529.1457,1223.36,1703.6178,1339.9583333333333,1130.8146000000002,964.6066666666668,204.36666666666667,3257.7766666666666,1782.0316666666665,1192.5566666666666,3386.8283333333334,905.5633333333334,1168.77,1563.7783333333332,3249.5116666666668,3313.4283333333337,413.56,897.895,1589.1583333333333,746.5583333333333,438.665,1548.2333333333333,1595.9483333333333,236.215,1548.4716666666668,3291.1666666666665,571.6266666666667,584.0849999999999,2069.735,2685.9266666666667,496.39000000000004,1854.665,1900.8466666666668,3290.6533333333336,2018.6866666666667,1246.715,3153.07,5027.73,3395.9533333333334,3136.94,610.31,3234.9333333333334,1564.73,371.27166666666665,264.6816666666667
78097950-K,GUANACO COMPAÑIA MINERA SpA,II,ANTOFAGASTA,TALTAL,EXPLORACION II REGION,CATEGORIA D,20290497,ANTOFAGASTA,ANTOFAGASTA,TALTAL,CERRO BUENOS AIRES,1297,EXPLORACION DE SUPERFICIE,ORO - PLATA,RECURSOS MINERALES METÁLICOS,ORO,2000355781,7267367.0,424860.0,2188,19,PSAD-56,8,ACTIVA,-24.7094416008946,-69.7448946708223,1222.2862,926.8633333333332,1178.8562,905.0866666666666,1172.9143,897.1416666666667,147.1741,128.04166666666666,752.4793000000001,601.255,764.0455999999999,613.0300000000001,1304.2913,986.34,1474.5928,1095.6983333333333,633.4169,480.81166666666667,843.77,656.59,344.56109999999995,251.63166666666663,426.237,338.40166666666664,1237.6755,937.7866666666666,1412.1475,1054.385,839.3444000000001,679.0333333333333,128.40666666666667,3080.25,1496.4583333333333,906.9833333333333,3209.3016666666667,619.99,883.1966666666667,1278.2050000000002,3071.985,3135.9016666666666,449.29,612.3216666666667,1303.585,460.98499999999996,489.19,1262.66,1310.375,181.94,1262.8983333333333,3113.635,286.05333333333334,298.51166666666666,1784.1616666666666,2400.3533333333335,210.81666666666666,1569.0916666666667,1615.2733333333333,3113.1216666666664,1733.1133333333335,961.1416666666667,2975.538333333333,4850.198333333334,3218.4216666666666,2958.9783333333335,660.8349999999999,3056.9716666666664,1279.1566666666665,134.22,286.26166666666666
77557786-K,EXTRACCION DE MINERALES RIGOBERTO DEL CARMEN SALINAS SALINAS EIRL,IV,LIMARI,RIO HURTADO,MINA CARMEN 1 AL 5,CATEGORIA D,20290498,COQUIMBO,LIMARI,RIO HURTADO,MINA CARMEN 1 AL 5,1291,MINA SUBTERRANEA,OXIDOS DE COBRE,RECURSOS MINERALES METÁLICOS,COBRE,2000355783,6635710.0,316000.0,820,19,PSAD-56,8,ACTIVA,-30.3995519472096,-70.9174026323887,448.3865,344.5083333333333,404.9565,322.7316666666667,399.0146,314.7866666666667,967.4466,821.765,104.027,113.68833333333332,101.1035,110.67666666666668,530.3915999999999,403.985,700.6931,513.3433333333334,1453.6894,1174.535,1664.0425,1350.3133333333333,1164.8337,945.355,440.3805,387.43,463.7758,355.4316666666667,638.2478000000001,472.03,40.2912,61.14,822.1283333333333,2497.895,914.1033333333332,324.62833333333333,2626.9466666666663,117.845,300.84166666666664,695.85,2489.6299999999997,2553.5466666666666,1143.0116666666665,109.96833333333333,721.23,320.97999999999996,1182.9116666666666,680.3050000000001,728.02,875.6616666666666,680.5433333333333,2531.2799999999997,438.09166666666664,447.24,1201.8066666666666,1817.9983333333332,500.845,986.7366666666666,1032.9183333333333,2530.766666666667,1150.7583333333334,378.7866666666667,2393.1833333333334,4267.843333333333,2636.0666666666666,2376.6066666666666,1354.5483333333332,2474.6,696.785,627.8533333333332,979.975
16183226-K,KAREN RIVERA MOLINA,III,HUASCO,VALLENAR,ANDES II 1 AL 6,CATEGORIA D,20290506,ATACAMA,HUASCO,VALLENAR,ANDES II 1 AL 6,1291,MINA SUBTERRANEA,COBRE - ORO,RECURSOS MINERALES METÁLICOS,COBRE,2000355793,6837661.0,335745.0,669,19,PSAD-56,169,INACTIVA,-28.5805926114172,-70.6815911890265,672.3225,510.805,628.8925,489.02833333333336,622.9507,481.0833333333333,679.5332,565.99,202.5157,185.19666666666663,214.082,196.97166666666664,754.3276999999999,570.2816666666666,924.6291,679.64,1165.776,918.76,1376.1291,1094.5383333333334,876.9203,689.58,152.46710000000002,131.655,687.7118,521.7283333333334,862.1839,638.3266666666666,289.3807,262.975,566.3516666666667,2664.1916666666666,1080.4,490.925,2793.2433333333333,203.93166666666667,467.1383333333333,862.1466666666668,2655.9266666666667,2719.8433333333332,887.235,196.26333333333332,887.5266666666666,69.84833333333333,927.135,846.6016666666667,894.3166666666667,619.885,846.84,2697.576666666667,182.315,191.4633333333333,1368.1033333333332,1984.2949999999998,245.06833333333333,1153.0333333333333,1199.215,2697.063333333333,1317.055,545.0833333333334,2559.48,4434.14,2802.3633333333332,2542.92,1098.78,2640.913333333333,863.0983333333334,372.085,724.2066666666667
11514072-8,HUGO VEGA OLIVARES,IV,CHOAPA,ILLAPEL,LOS MANTOS,CATEGORIA D,20291494,COQUIMBO,CHOAPA,ILLAPEL,PLANTA LOS MANTOS,1307,PLANTA CONCENTRADORA,COBRE - ORO,RECURSOS MINERALES METÁLICOS,COBRE,2000356777,6488660.0,298672.0,489,19,PSAD-56,2169,IRREGULAR OPERATIVA,-31.7226883438823,-71.1269806211887,282.7301,221.14,239.3001,199.3633333333333,233.3582,191.41833333333332,1132.758,914.255,271.8651,206.9,261.8705,197.155,364.7352,280.6166666666667,535.0366,389.975,1619.0008,1267.025,1829.3539,1442.8033333333333,1330.1451000000002,1037.845,605.6919,479.92,298.11940000000004,232.06333333333333,472.5914,348.6616666666667,206.4003,162.38,914.6183333333333,2374.5266666666666,790.735,201.26000000000002,2503.5783333333334,195.995,177.47333333333333,572.4816666666667,2366.2616666666668,2430.1783333333337,1235.5016666666668,196.925,597.8616666666666,413.47,1275.4016666666669,556.9366666666666,604.6516666666666,968.1516666666666,557.175,2407.911666666667,530.5816666666667,539.73,1078.4383333333333,1694.63,593.3349999999999,863.3683333333333,909.55,2407.398333333333,1027.39,255.41833333333335,2269.815,4144.475,2512.6983333333333,2253.2566666666667,1447.0466666666666,2351.25,573.435,720.3516666666667,1072.4733333333334
77459956-8,MINERA SANTA SPA,III,COPIAPO,TIERRA AMARILLA,SANTA CECILIA,CATEGORIA D,20318548,ATACAMA,COPIAPO,TIERRA AMARILLA,EXPLORACION SANTA CECILIA,8076,EXPLORACIÓN SUBTERRÁNEA,OXIDOS DE COBRE,RECURSOS MINERALES METÁLICOS,COBRE,2000391943,6937445.0,466754.0,4528,19,PSAD-56,8,ACTIVA,-27.6898626168499,-69.3392514645725,939.7883,830.61,896.3584000000001,808.8333333333334,890.4165,800.8883333333334,698.9585999999999,703.685,469.9815,505.00166666666667,481.5478,516.7766666666666,1021.7935,890.0866666666666,1192.0948999999998,999.445,1185.2013,1056.4550000000002,1395.5544,1232.2333333333331,896.3456,827.275,161.633,256.25666666666666,955.1777,841.5333333333333,1129.6497,958.1316666666668,556.8466,582.7800000000001,704.05,2910.6683333333335,1400.2050000000002,810.73,3039.7200000000003,523.7366666666667,786.9433333333333,1181.9516666666668,2902.4033333333336,2966.32,1024.9333333333334,516.0683333333333,1207.3316666666665,390.0416666666667,1064.8333333333333,1166.4066666666665,1214.1216666666667,757.5833333333334,1166.645,2944.0583333333334,320.0133333333333,329.1616666666667,1687.9083333333333,2304.1,382.76666666666665,1472.8383333333334,1519.02,2943.545,1636.8600000000001,864.8883333333334,2805.961666666667,4680.621666666667,3048.8450000000003,2789.8316666666665,1236.4783333333332,2887.825,1182.9033333333332,509.78333333333336,861.9050000000001
