RutEmpresa,NombreEmpresa,RegionFaena,ProvinciaFaena,ComunaFaena,NombreFaena,CategoriaFaena,IdFaena,RegionInstalacion,ProvinciaInstalacion,ComunaInstalacion,NombreInstalacion,IdTipoInstalacion,TipoInstalacion,RecursoMineroInstalacion,TipoRecursoInstalacion,RecursoPrimarioInstalacion,IdInstalacion,Norte,Este,Cota,Huso,Datum,IdEstado,Estado,Latitud,Longitud,dist_Santiago_km,time_Santiago_min,dist_Valparaíso_km,time_Valparaíso_min,dist_Viña_del_Mar_km,time_Viña_del_Mar_min,dist_Antofagasta_km,time_Antofagasta_min,dist_La_Serena_km,time_La_Serena_min,dist_Coquimbo_km,time_Coquimbo_min,dist_Rancagua_km,time_Rancagua_min,dist_Talca_km,time_Talca_min,dist_Iquique_km,time_Iquique_min,dist_Arica_km,time_Arica_min,dist_Calama_km,time_Calama_min,dist_Copiapó_km,time_Copiapó_min,dist_San_Bernardo_km,time_San_Bernardo_min,dist_Curicó_km,time_Curicó_min,dist_Ovalle_km,time_Ovalle_min,Tiempo_Prt_Antofagasta,Tiempo_Prt_Bahia Agua Fresca,Tiempo_Prt_Bahia De Valdivia,Tiempo_Prt_Bahia De Valparaiso,Tiempo_Prt_Bahia Harris,Tiempo_Prt_Bahia Herradura Guayacan,Tiempo_Prt_Bahia Quintero (Ventanas),Tiempo_Prt_Bahia San Vicente,Tiempo_Prt_Caleta Clarencia,Tiempo_Prt_Caleta Mina Elena,Tiempo_Prt_Caleta Patillos,Tiempo_Prt_Coquimbo,Tiempo_Prt_Coronel,Tiempo_Prt_Huasco,Tiempo_Prt_Iquique,Tiempo_Prt_Lirquen,Tiempo_Prt_Lota,Tiempo_Prt_Mejillones,Tiempo_Prt_Penco,Tiempo_Prt_Port San Juan De La Juan,Tiempo_Prt_Puerto Caldera,Tiempo_Prt_Puerto Calderilla,Tiempo_Prt_Puerto Castro,Tiempo_Prt_Puerto Chacabuco,Tiempo_Prt_Puerto Chanaral,Tiempo_Prt_Puerto De Corral,Tiempo_Prt_Puerto Montt,Tiempo_Prt_Puerto Natales,Tiempo_Prt_Puerto Quemchi,Tiempo_Prt_Puerto San Antonio,Tiempo_Prt_Puerto Sara,Tiempo_Prt_Puerto Williams,Tiempo_Prt_Puerto Yartou,Tiempo_Prt_Punta Delgada,Tiempo_Prt_Rada De Arica,Tiempo_Prt_Rada Punta Arenas,Tiempo_Prt_Talcahuano,Tiempo_Prt_Taltal,Tiempo_Prt_Tocopilla,Es_Estrategica,Region_Norm
77978235-2,ECOE SPA,V,PETORCA,PETORCA,MINA ISIDORA 1-4,CATEGORIA D,20338571,VALPARAISO,PETORCA,PETORCA,BOTADERO,1337,DEPÓSITO RMM - ESTÉRILES,COBRE - ORO - PLATA,RECURSOS MINERALES METÁLICOS,COBRE,2000446938,6451962.0,316106.0,1955,19,PSAD-56,8,ACTIVA,-32.0565112188564,-70.9500406274635,214.7245,394.1316666666667,203.7723,372.925,197.8304,364.98,1183.1409,1058.2183333333332,322.248,350.86333333333334,312.2534,341.1183333333333,296.7296,453.60833333333335,467.031,562.9666666666667,1669.3837,1410.9883333333337,1879.7368,1586.7666666666669,1380.528,1181.8083333333334,656.0748000000001,623.8833333333333,230.1138,405.055,404.5858,521.6533333333333,256.7831,306.3433333333333,1058.5816666666667,2547.518333333333,963.7266666666668,374.82166666666666,2676.57,339.9583333333333,351.035,745.4733333333334,2539.2533333333336,2603.17,1379.465,340.8883333333333,770.8533333333332,557.4333333333333,1419.365,729.9283333333333,777.6433333333333,1112.115,730.1666666666666,2580.9033333333336,674.545,683.6933333333333,1251.43,1867.621666666667,737.2983333333334,1036.36,1082.5416666666667,2580.39,1200.381666666667,428.98,2442.8066666666664,4317.466666666666,2685.69,2426.24,1591.01,2524.233333333333,746.4183333333333,864.315,1216.4366666666667,False,V
77978235-2,ECOE SPA,V,PETORCA,PETORCA,MINA ISIDORA 1-4,CATEGORIA D,20338571,VALPARAISO,PETORCA,PETORCA,POLVORIN,6999,POLVORIN,COBRE - ORO - PLATA,RECURSOS MINERALES METÁLICOS,COBRE,2000446940,6451945.0,316047.0,1955,19,PSAD-56,8,ACTIVA,-32.0566548806706,-70.9506685152577,214.7399,394.225,203.7877,373.0183333333333,197.8459,365.0733333333334,1183.1255,1058.125,322.2326,350.77000000000004,312.2379,341.025,296.7451,453.70166666666665,467.0465,563.06,1669.3682,1410.895,1879.7213,1586.6733333333332,1380.5125,1181.715,656.0593,623.7900000000001,230.12920000000005,405.14833333333337,404.6012,521.7466666666667,256.7677,306.25,1058.4883333333337,2547.6116666666667,963.82,374.915,2676.663333333333,339.865,351.12833333333333,745.5666666666667,2539.3466666666664,2603.2633333333333,1379.371666666667,340.795,770.9466666666667,557.34,1419.2716666666668,730.0216666666668,777.7366666666666,1112.0216666666668,730.26,2580.9966666666664,674.4516666666666,683.6,1251.5233333333333,1867.715,737.205,1036.4533333333334,1082.635,2580.483333333333,1200.475,429.0733333333334,2442.9,4317.56,2685.7833333333333,2426.333333333333,1590.9166666666667,2524.326666666667,746.5116666666667,864.2216666666667,1216.3433333333337,False,V
77978235-2,ECOE SPA,V,PETORCA,PETORCA,MINA ISIDORA 1-4,CATEGORIA D,20338571,VALPARAISO,PETORCA,PETORCA,ALMACEN DE COMBUSTIBLES,8071,SURTIDOR DE COMBUSTIBLE,COBRE - ORO - PLATA,RECURSOS MINERALES METÁLICOS,COBRE,2000446942,6420719.0,316052.0,1955,19,PSAD-56,8,ACTIVA,-32.3381889019437,-70.9566328668122,189.5109,168.73833333333332,146.0809,146.96166666666667,140.1391,139.01666666666668,1225.4314,989.6416666666668,364.5385,282.2866666666667,354.5439,272.5416666666667,271.5161,228.215,441.8175,337.5733333333334,1711.6742,1342.4116666666666,1922.0273,1518.1899999999998,1422.8185,1113.2316666666666,698.3653,555.3066666666667,204.9002,179.6616666666667,379.3722,296.26,299.07370000000003,237.76666666666668,990.005,2322.125,738.3333333333334,148.85833333333332,2451.1766666666667,271.38166666666666,125.07166666666669,520.08,2313.86,2377.776666666666,1310.888333333333,272.31166666666667,545.4599999999999,488.8566666666667,1350.7883333333334,504.535,552.25,1043.5383333333334,504.77333333333337,2355.51,605.9683333333334,615.1166666666667,1026.0366666666666,1642.2283333333332,668.7216666666667,810.9666666666667,857.1483333333333,2354.9966666666664,974.9883333333332,203.01666666666668,2217.413333333333,4092.073333333333,2460.2966666666666,2200.8466666666664,1522.4283333333333,2298.84,521.025,795.7333333333333,1147.855,False,V
6671097-1,CARLOS IRIBARREN IRIBARREN,III,CHAÑARAL,CHAÑARAL,ADRIANA  PRIMERA 1 AL 2,CATEGORIA D,20348544,ATACAMA,CHAÑARAL,CHAÑARAL,SOCAVON,1291,MINA SUBTERRANEA,COBRE - ORO,RECURSOS MINERALES METÁLICOS,COBRE,2000446947,7076580.0,354310.0,590,19,PSAD-56,8,ACTIVA,-26.4266433638721,-70.4630203322541,984.9387,752.51,941.5088,730.7333333333333,935.5669,722.7883333333334,377.9351,329.65166666666664,515.1319,426.9016666666666,526.6981999999999,438.6766666666666,1066.9439,811.9866666666666,1237.2453,921.345,864.1779,682.4216666666667,1074.531,858.2,575.3222,453.2416666666667,188.8895,164.04833333333332,1000.328,763.4333333333333,1174.8001000000002,880.0316666666666,601.997,504.68,330.01666666666665,2905.8966666666665,1322.105,732.63,3034.9483333333333,445.63666666666666,708.8433333333334,1103.8516666666667,2897.6316666666667,2961.548333333333,650.9,437.9683333333333,1129.2316666666666,286.6316666666667,690.8,1088.3066666666666,1136.0216666666668,383.55,1088.5449999999998,2939.2816666666668,111.7,124.15833333333332,1609.8083333333334,2226.0,36.46333333333334,1394.7383333333337,1440.9199999999998,2938.768333333333,1558.76,786.7883333333334,2801.185,4675.845,3044.0683333333336,2784.625,862.4449999999999,2882.6183333333333,1104.8033333333333,135.75,487.8716666666666,False,III
14534202-3,DANIEL ASTUDILLO CASTILLO,IV,CHOAPA,SALAMANCA,CRUZ DEL SUR 1 AL 60,CATEGORIA D,20178455,COQUIMBO,CHOAPA,SALAMANCA,CAMPAMENTO,1349,CAMPAMENTO,SULFUROS Y ÓXIDOS DE COBRE,RECURSOS MINERALES METÁLICOS,COBRE,2000446951,6486034.0,317301.0,930,19,PSAD-56,8,ACTIVA,-31.7494946512739,-70.9309624102676,306.183,253.53166666666667,262.753,231.755,256.8112,223.81,1156.211,946.6466666666668,295.3181,239.29166666666663,285.32340000000005,229.54666666666665,388.1882,313.0083333333333,558.4896,422.3666666666667,1642.4538,1299.4166666666667,1852.8069,1475.195,1353.598,1070.236666666667,629.1449,512.3116666666667,321.5723,264.455,496.0444,381.0533333333333,229.8532,194.77166666666665,947.01,2406.918333333333,823.1266666666667,233.65166666666667,2535.9700000000003,228.38666666666668,209.865,604.8733333333333,2398.6533333333336,2462.57,1267.8933333333334,229.31666666666663,630.2533333333333,445.8616666666667,1307.7933333333335,589.3283333333333,637.0433333333333,1000.5433333333332,589.5666666666667,2440.3033333333337,562.9733333333334,572.1216666666667,1110.8300000000002,1727.0216666666668,625.7266666666667,895.76,941.9416666666668,2439.79,1059.7816666666668,287.81,2302.2066666666665,4176.866666666667,2545.09,2285.648333333333,1479.4383333333333,2383.641666666667,605.8266666666666,752.7433333333333,1104.865,False,IV
8473424-1,RAFAEL CASTILLO CORTES,III,COPIAPO,COPIAPO,SAN LORENZO 1/10,CATEGORIA D,20202452,ATACAMA,COPIAPO,CALDERA,SOCAVON 4,1291,MINA SUBTERRANEA,SULFUROS DE COBRE,RECURSOS MINERALES METÁLICOS,COBRE,2000446956,6994644.0,337457.0,547,19,PSAD-56,8,ACTIVA,-27.1642808125032,-70.6425834242765,866.7047,675.3366666666666,823.2748,653.56,817.3329,645.615,484.5132,421.15,396.8979000000001,349.7283333333333,408.4642,361.5033333333333,948.7099,734.8133333333334,1119.0113,844.1716666666667,970.756,773.92,1181.1091,949.6983333333334,681.9003,544.74,60.7651,78.065,882.0941,686.26,1056.5661,802.8583333333333,483.763,427.5066666666667,421.515,2828.7233333333334,1244.9316666666666,655.4566666666667,2957.775,368.4633333333333,631.67,1026.6783333333333,2820.458333333333,2884.375,742.3983333333333,360.795,1052.0583333333334,211.63,782.2983333333334,1011.1333333333332,1058.8483333333334,475.04833333333335,1011.3716666666668,2862.108333333333,37.47833333333333,49.348333333333336,1532.635,2148.826666666667,100.23166666666664,1317.5649999999998,1363.746666666667,2861.5950000000003,1481.5866666666666,709.615,2724.0116666666668,4598.671666666666,2966.895,2707.451666666667,953.9433333333332,2805.445,1027.63,227.2483333333333,579.37,False,III
77868047-5,EL MAYOR SpA,II,EL LOA,CALAMA,DELFIN 1 AL 10,CATEGORIA D,20349567,ANTOFAGASTA,EL LOA,SAN PEDRO DE ATACAMA,BOTADERO,1339,DEPÓSITO RMM - MINERAL DE BAJA LEY,SULFUROS Y ÓXIDOS DE COBRE,RECURSOS MINERALES METÁLICOS,COBRE,2000465948,7372873.0,596716.0,2776,19,PSAD-56,8,ACTIVA,-23.7554794672102,-68.0529680332469,1744.9604,1433.845,1701.5304,1412.0683333333334,1695.5885,1404.1233333333332,429.7146,424.7183333333333,1275.1535,1108.236666666667,1286.7198999999998,1120.0116666666663,1826.9656,1493.3216666666667,1997.267,1602.68,600.9089,560.7033333333333,811.262,736.4816666666667,217.5287,271.64666666666665,948.9112,845.3833333333333,1760.3497,1444.7683333333334,1934.8217,1561.3666666666666,1362.0186,1186.015,425.775,3231.728333333333,2003.44,1413.965,3360.78,1126.9716666666668,1390.1783333333333,1785.1866666666667,3223.463333333333,3287.38,543.9766666666667,1119.3033333333333,1810.5666666666664,967.9666666666668,569.0816666666667,1769.6416666666669,1817.3566666666663,457.6233333333333,1769.88,3265.1183333333333,793.035,805.4933333333333,2291.143333333333,2907.335,717.7983333333334,2076.0733333333333,2122.255,3264.605,2240.0950000000003,1468.1233333333332,3127.0216666666665,5001.681666666667,3369.905,3110.891666666667,740.7266666666667,3208.885,1786.138333333333,592.6800000000001,395.01166666666666,False,II
9449217-3,PABLO NICANOR IBACETA VERGARA,V,PETORCA,LA LIGUA,MINA LA VIEJA,CATEGORIA D,20241504,VALPARAISO,PETORCA,LA LIGUA,ALMACEN DE COMBUSTIBLE,5019,BODEGA,COBRE - ORO - PLATA,RECURSOS MINERALES METÁLICOS,COBRE,2000465949,6395881.0,302242.0,498,19,PSAD-56,8,ACTIVA,-32.5597376374519,-71.1084910321206,172.6915,152.265,129.2615,130.48833333333334,123.3197,122.54333333333334,1208.612,973.1683333333332,347.7191,265.81333333333333,337.7245,256.0683333333333,254.6967,211.74166666666667,424.9981,321.1,1694.8548,1325.9383333333333,1905.2079,1501.7166666666667,1405.9991,1096.7583333333334,681.5459000000001,538.8333333333334,188.0808,163.18833333333333,362.5529,279.7866666666667,282.2543,221.2933333333333,973.5316666666666,2305.651666666666,721.86,132.38500000000002,2434.7033333333334,254.90833333333333,108.59833333333331,503.6066666666667,2297.3866666666668,2361.3033333333337,1294.415,255.8383333333333,528.9866666666667,472.3833333333333,1334.3149999999998,488.06166666666667,535.7766666666666,1027.065,488.3,2339.036666666667,589.495,598.6433333333333,1009.5633333333334,1625.755,652.2483333333333,794.4933333333333,840.675,2338.523333333333,958.515,186.54333333333332,2200.94,4075.6,2443.8233333333333,2184.373333333333,1505.9550000000002,2282.366666666667,504.5516666666666,779.26,1131.381666666667,False,V
6758464-3,GUILLERMO ESCOBAR RIQUELME,V,PETORCA,PETORCA,MINA DON GUILLERMO,CATEGORIA D,20346559,VALPARAISO,PETORCA,PETORCA,MINA EL QUE LA SIGUE 1/5,1291,MINA SUBTERRANEA,SULFUROS DE COBRE,RECURSOS MINERALES METÁLICOS,COBRE,2000012034,6427781.0,310622.0,492,19,PSAD-56,8,ACTIVA,-32.2736137000109,-71.0128878098684,193.8277,159.48999999999998,150.3977,137.7133333333333,144.45579999999998,129.76833333333337,1229.7482,980.3933333333332,368.8553,273.0383333333333,358.8607,263.2933333333333,275.8329,218.96666666666667,446.1343,328.325,1715.991,1333.1633333333334,1926.3441,1508.9416666666666,1427.1353,1103.9833333333331,702.6821,546.0583333333333,209.217,170.41333333333333,383.689,287.01166666666666,303.3904,228.5183333333333,980.7566666666668,2312.8766666666666,729.0849999999999,139.61,2441.9283333333337,262.1333333333333,115.82333333333332,510.8316666666667,2304.6116666666667,2368.5283333333336,1301.64,263.06333333333333,536.2116666666667,479.60833333333335,1341.54,495.2866666666667,543.0016666666667,1034.29,495.525,2346.2616666666668,596.7199999999999,605.8683333333333,1016.7883333333334,1632.98,659.4733333333334,801.7183333333334,847.9,2345.748333333333,965.74,193.76833333333332,2208.165,4082.825,2451.048333333333,2191.5983333333334,1513.18,2289.5916666666667,511.7766666666666,786.485,1138.6066666666666,False,V
8084329-1,HENDRADE DEL CARMEN ROJAS SEPULVEDA,III,HUASCO,VALLENAR,LA VIOLETA 1/5,CATEGORIA D,20189494,ATACAMA,HUASCO,FREIRINA,BOTADERO,1337,DEPÓSITO RMM - ESTÉRILES,OXIDOS DE COBRE,RECURSOS MINERALES METÁLICOS,COBRE,2000465959,6801767.0,294356.0,1352,19,PSAD-56,8,ACTIVA,-28.8984514422795,-71.111076214625,640.4875,499.0933333333333,597.0575,477.31666666666666,591.1156,469.3716666666666,750.8189,642.14,170.6806,173.485,182.2469,185.26,722.4925999999999,558.5699999999999,892.7941,667.9283333333333,1237.0616,994.91,1447.4147,1170.6883333333333,948.2059,765.73,223.7527,207.805,655.8768,510.01666666666665,830.3488000000001,626.615,257.5457,251.2633333333333,642.505,2652.48,1068.6883333333333,479.2133333333333,2781.5316666666668,192.22,455.4266666666666,850.435,2644.215,2708.1316666666667,963.3883333333334,184.55166666666668,875.815,118.40833333333332,1003.2883333333334,834.89,882.605,696.0383333333334,835.1283333333333,2685.865,258.46833333333336,267.6166666666667,1356.3916666666669,1972.5833333333333,321.22166666666664,1141.3216666666667,1187.503333333333,2685.351666666667,1305.3433333333337,533.3716666666667,2547.768333333333,4422.428333333333,2790.651666666666,2531.21,1174.9333333333334,2629.2033333333334,851.3883333333334,448.2383333333333,800.36,False,III
8084329-1,HENDRADE DEL CARMEN ROJAS SEPULVEDA,III,HUASCO,VALLENAR,LA VIOLETA 1/5,CATEGORIA D,20189494,ATACAMA,HUASCO,FREIRINA,SOCAVON 1,1291,MINA SUBTERRANEA,OXIDOS DE COBRE,RECURSOS MINERALES METÁLICOS,COBRE,2000465962,6801627.0,294376.0,1352,19,PSAD-56,8,ACTIVA,-28.8997174136295,-71.1108967790569,640.4875,499.0933333333333,597.0575,477.31666666666666,591.1156,469.3716666666666,750.8189,642.14,170.6806,173.485,182.2469,185.26,722.4925999999999,558.5699999999999,892.7941,667.9283333333333,1237.0616,994.91,1447.4147,1170.6883333333333,948.2059,765.73,223.7527,207.805,655.8768,510.01666666666665,830.3488000000001,626.615,257.5457,251.2633333333333,642.505,2652.48,1068.6883333333333,479.2133333333333,2781.5316666666668,192.22,455.4266666666666,850.435,2644.215,2708.1316666666667,963.3883333333334,184.55166666666668,875.815,118.40833333333332,1003.2883333333334,834.89,882.605,696.0383333333334,835.1283333333333,2685.865,258.46833333333336,267.6166666666667,1356.3916666666669,1972.5833333333333,321.22166666666664,1141.3216666666667,1187.503333333333,2685.351666666667,1305.3433333333337,533.3716666666667,2547.768333333333,4422.428333333333,2790.651666666666,2531.21,1174.9333333333334,2629.2033333333334,851.3883333333334,448.2383333333333,800.36,False,III
77103379-2,MINERA LA PLATEADA SPA,III,HUASCO,FREIRINA,ALMI 1 AL 5,CATEGORIA D,20350549,ATACAMA,HUASCO,FREIRINA,BOTADERO ALMI 1 AL 13,1337,DEPÓSITO RMM - ESTÉRILES,SULFUROS Y ÓXIDOS DE COBRE,RECURSOS MINERALES METÁLICOS,COBRE,2000466952,6791044.0,299786.0,684,19,PSAD-56,8,ACTIVA,-28.9960332635823,-71.0573301493485,631.1456999999999,480.60333333333335,587.7157,458.82666666666665,581.7738,450.8816666666667,741.477,623.65,161.3388,154.995,172.9051,166.77,713.1508,540.08,883.4522,649.4383333333334,1227.7198,976.42,1438.0729,1152.1983333333333,938.8641,747.24,214.4109,189.315,646.535,491.5266666666666,821.007,608.125,248.2039,232.7733333333333,624.015,2633.99,1050.1983333333333,460.72333333333336,2763.0416666666665,173.73,436.93666666666667,831.9449999999999,2625.725,2689.641666666667,944.8983333333332,166.06166666666667,857.325,122.86666666666666,984.7983333333334,816.4,864.115,677.5483333333334,816.6383333333334,2667.375,239.97833333333332,249.1266666666667,1337.9016666666669,1954.0933333333332,302.7316666666667,1122.8316666666665,1169.013333333333,2666.8616666666667,1286.8533333333332,514.8816666666667,2529.2783333333336,4403.9383333333335,2772.161666666667,2512.7200000000003,1156.4433333333334,2610.713333333333,832.8983333333333,429.7483333333333,781.87,False,III
76898055-1,GEO MINERIA RODRIGO ANDRES WONG CUELLO E.I.R.L,III,COPIAPO,COPIAPO,FLOR DE ESPINO 1 AL 3,CATEGORIA D,20360549,ATACAMA,COPIAPO,COPIAPO,POLVORIN,6999,POLVORIN,SULFUROS DE COBRE,RECURSOS MINERALES METÁLICOS,COBRE,2000466953,7006049.0,364665.0,1458,19,PSAD-56,8,ACTIVA,-27.0642893265944,-70.3667984692847,854.8825,657.64,811.4526,635.8633333333333,805.5106999999999,627.9183333333333,460.076,419.44166666666666,385.0757,332.0316666666667,396.642,343.8066666666667,936.8877,717.1166666666667,1107.1891,826.475,946.3188,772.2116666666666,1156.6718999999998,947.99,657.4630999999999,543.0316666666666,48.9429,60.36833333333333,870.2719000000001,668.5633333333334,1044.7439,785.1616666666666,471.9408,409.81,419.8066666666667,2811.026666666666,1227.235,637.76,2940.0783333333334,350.76666666666665,613.9733333333334,1008.9816666666668,2802.7616666666668,2866.6783333333337,740.69,343.09833333333336,1034.361666666667,217.07166666666663,780.59,993.4366666666666,1041.1516666666666,473.34,993.675,2844.411666666667,106.355,115.50333333333332,1514.9383333333333,2131.13,109.90166666666669,1299.868333333333,1346.05,2843.898333333333,1463.89,691.9183333333333,2706.315,4580.975,2949.1983333333333,2689.755,952.235,2787.748333333333,1009.9333333333332,225.54,577.6616666666666,False,III
3606052-2,ELIAS HAWAS ISA,III,COPIAPO,COPIAPO,ALPARGATA 1 1 AL 20,CATEGORIA D,20361556,ATACAMA,COPIAPO,CALDERA,BOTADERO,1337,DEPÓSITO RMM - ESTÉRILES,OXIDOS DE COBRE,RECURSOS MINERALES METÁLICOS,COBRE,2000468971,7004700.0,403200.0,1970,19,PSAD-56,8,ACTIVA,-27.079705653552,-69.9783714140567,863.2466999999999,656.0516666666666,819.8168000000001,634.275,813.8749,626.33,487.5224,431.1616666666667,393.4399,330.4433333333333,405.0062,342.2183333333333,945.2519,715.5283333333333,1115.5533,824.8866666666667,973.7652,783.9316666666667,1184.1183,959.71,684.9095,554.7516666666667,64.1489,62.1,878.636,666.975,1053.1081,783.5733333333334,480.3049,408.2216666666666,431.5266666666666,2809.438333333333,1225.6466666666668,636.1716666666667,2938.49,349.17833333333334,612.385,1007.3933333333332,2801.173333333333,2865.09,752.41,341.51,1032.7733333333333,215.4833333333333,792.31,991.8483333333334,1039.5633333333333,485.06,992.0866666666666,2842.8233333333333,125.85666666666664,135.005,1513.35,2129.5416666666665,145.30666666666667,1298.28,1344.4616666666666,2842.31,1462.3016666666667,690.33,2704.726666666667,4579.386666666667,2947.61,2688.1666666666665,963.955,2786.1600000000003,1008.345,237.26,589.3816666666667,False,III
76102677-1,MINERA HMC S.A.,II,ANTOFAGASTA,MEJILLONES,FAENA MICHILLA,CATEGORIA A,20104418,ANTOFAGASTA,ANTOFAGASTA,MEJILLONES,MINA RAJOS SUSANA ESTE FASE NORTE Y FASE SUR,1292,MINA RAJO ABIERTO,OXIDOS DE COBRE,RECURSOS MINERALES METÁLICOS,COBRE,2000416949,7493057.0,381033.0,875,19,PSAD-56,8,ACTIVA,-22.6685595654022,-70.159979885884,1473.6148,1165.9433333333334,1430.1848,1144.1666666666667,1424.2429,1136.2216666666668,134.03289999999998,137.07999999999998,1003.8079,840.3349999999999,1015.3743,852.11,1555.62,1225.4199999999998,1725.9214,1334.7783333333332,331.50390000000004,323.905,630.778,552.265,208.1837,211.74666666666664,677.5656,577.4816666666667,1489.0041,1176.8666666666666,1663.4761,1293.465,1090.673,918.1133333333332,137.41333333333333,3319.33,1735.5383333333334,1146.0633333333333,3448.3816666666667,859.0699999999999,1122.2766666666669,1517.285,3311.065,3374.9816666666666,274.88666666666666,851.4016666666666,1542.665,700.065,334.61,1501.74,1549.4550000000002,94.51833333333336,1501.9783333333332,3352.715,525.1333333333333,537.5916666666667,2023.2416666666663,2639.4333333333334,449.89666666666665,1808.1716666666664,1854.3533333333328,3352.201666666667,1972.1933333333332,1200.2216666666668,3214.6183333333333,5089.278333333334,3457.5016666666666,3198.0583333333334,556.51,3296.0516666666667,1518.236666666667,324.77833333333336,111.85833333333332,True,II
99569520-0,EXPLORACIONES MINERAS ANDINAS S.A.,II,EL LOA,CALAMA,EXPLORACIONES II REGIÓN,CATEGORIA C,20156444,ANTOFAGASTA,ANTOFAGASTA,TALTAL,BALCON,1297,EXPLORACION DE SUPERFICIE,OXIDOS DE COBRE,RECURSOS MINERALES METÁLICOS,COBRE,2000426962,7132000.0,406400.0,1050,19,PSAD-56,8,ACTIVA,-25.93069145435,-69.9367345381402,1006.865,804.265,963.435,782.4883333333333,957.4932,774.5433333333333,311.2966,307.935,537.0581999999999,478.6566666666667,548.6245,490.4316666666667,1088.8701999999998,863.7416666666667,1259.1716,973.1,797.5394,660.705,1007.8925,836.4833333333333,508.6837,431.525,207.7672,210.31333333333333,1022.2543,815.1883333333334,1196.7264,931.7866666666666,623.9232,556.435,308.3,2957.651666666666,1373.86,784.385,3086.7033333333334,497.39166666666665,760.5983333333334,1155.6066666666666,2949.3866666666668,3013.3033333333337,629.1833333333333,489.72333333333336,1180.986666666667,363.69666666666666,669.0833333333334,1140.0616666666667,1187.7766666666669,361.8333333333333,1140.3,2991.036666666667,223.27,235.72833333333332,1661.5633333333333,2277.755,148.03333333333333,1446.493333333333,1492.675,2990.523333333333,1610.515,838.5433333333333,2852.94,4727.6,3095.8233333333333,2836.38,840.7283333333332,2934.373333333333,1156.5583333333334,147.565,466.155,False,II
76891034-0,BLACKANT MINERALS SPA,III,CHAÑARAL,CHAÑARAL,IRON BLACK I 1 AL 30 IRON BLACK II 1 AL  30,CATEGORIA D,20349591,ATACAMA,CHAÑARAL,CHAÑARAL,IRON BLACK I 1 AL 30 IRON BLACK II 1 AL 30,1297,EXPLORACION DE SUPERFICIE,SULFUROS DE COBRE,RECURSOS MINERALES METÁLICOS,COBRE,2000433941,7129500.0,388500.0,1079,19,PSAD-56,8,ACTIVA,-25.9519959095519,-70.1156692472073,1012.2914,826.8833333333333,968.8614,805.1066666666667,962.9196,797.1616666666666,347.7007,321.02833333333336,542.4846,501.275,554.0509000000001,513.05,1094.2966,886.36,1264.598,995.7183333333334,833.9435,673.7983333333334,1044.2966,849.5766666666666,545.0878,444.6183333333333,213.1936,232.93166666666667,1027.6807,837.8066666666667,1202.1528,954.405,629.3496,579.0533333333333,321.3933333333333,2980.27,1396.4783333333332,807.0033333333333,3109.3216666666663,520.01,783.2166666666667,1178.225,2972.005,3035.9216666666666,642.2766666666666,512.3416666666667,1203.605,363.7216666666666,682.1766666666666,1162.68,1210.395,374.9266666666666,1162.9183333333335,3013.655,188.79,201.2483333333333,1684.1816666666666,2300.373333333333,113.55333333333331,1469.111666666667,1515.2933333333335,3013.141666666667,1633.1333333333334,861.1616666666666,2875.5583333333334,4750.218333333333,3118.4416666666666,2858.998333333333,853.8216666666667,2956.991666666667,1179.1766666666667,127.12666666666668,479.2483333333333,False,III
76966110-7,MINERA ZUPILOCOS LTDA,IV,LIMARI,PUNITAQUI,MINA SANTA ALICIA,CATEGORIA C,109030,COQUIMBO,LIMARI,PUNITAQUI,PLANTA DE CONMINUCION,1330,PLANTA MOLIENDA,COBRE - ORO,RECURSOS MINERALES METÁLICOS,COBRE,2000433942,6590966.0,288480.0,675,19,PSAD-56,8,ACTIVA,-30.7984817249034,-71.2128449433418,413.505,303.915,370.075,282.1383333333333,364.1332,274.1933333333333,1006.3094,826.9766666666667,119.9063,119.2,135.4218,109.87666666666668,495.5102,363.39166666666665,665.8116,472.75,1492.5522,1179.746666666667,1702.9053,1355.525,1203.6963999999998,950.5666666666668,479.2433,392.64166666666665,428.8943,314.8383333333333,603.3663,431.43666666666667,31.6327,37.92,827.34,2457.3016666666667,873.51,284.035,2586.353333333333,108.71666666666668,260.24833333333333,655.2566666666667,2449.036666666667,2512.9533333333334,1148.2233333333331,109.64666666666668,680.6366666666667,326.19166666666666,1188.1233333333332,639.7116666666666,687.4266666666666,880.8733333333333,639.95,2490.686666666667,443.3033333333333,452.45166666666665,1161.2133333333334,1777.405,506.0566666666667,946.1433333333332,992.325,2490.173333333333,1110.165,338.1933333333333,2352.59,4227.25,2595.4733333333334,2336.0350000000003,1359.7716666666668,2434.0283333333336,656.2133333333334,633.0766666666666,985.1983333333334,False,IV
